fecha;rk;tipo;localizacion;latitud;longitud;profundidad;especie;sexo;estado_caparazon;cirripedio;largo_caparazon;ancho_caparazon;largo_quela;ancho_quela;huevos;parasito
jul_97;225;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;87.1;;;;;
jul_97;226;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;77.5;;;;;
jul_97;227;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;4;2;96.7;;;;;
jul_97;228;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;94.5;;;;;
jul_97;229;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;82.1;;;;;
jul_97;230;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;88.3;;;;;
jul_97;231;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;4;2;77.1;;;;4;
jul_97;232;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;83.2;;;;;
jul_97;233;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;76.2;;;;1;
jul_97;234;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;74.8;;;;1;
jul_97;235;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;4;2;79.8;;;;;
jul_97;236;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;85.5;;;;;
jul_97;237;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;93.8;;;;;
jul_97;238;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;81.7;;;;;
jul_97;239;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;77.8;;;;1;
jul_97;240;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;4;2;88.7;;;;;
jul_97;241;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;82.6;;;;1;
jul_97;242;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;4;2;70.7;;;;0;
jul_97;243;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;4;2;64.8;;;;5;
jul_97;244;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;78;;;;0;
jul_97;245;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;64.4;;;;1;
jul_97;246;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;76.3;;;;1;
jul_97;247;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;84.2;;;;;
jul_97;248;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;4;2;79.6;;;;;
jul_97;249;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;1;3;;80;;;;;
jul_97;250;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;69.9;;;;7;
jul_97;251;Captura total 8 trampas;wp 151;-54.8564333;-68.03508333;23;2;2;3;;72.9;;;;1;
